case,n,algorithm,repeat,time_us,char_ops
random,100,std_quick_sort,1,48,15789
random,100,std_quick_sort,2,29,15789
random,100,std_quick_sort,3,34,15789
random,100,std_quick_sort,4,25,15789
random,100,std_quick_sort,5,21,15789
random,100,std_quick_sort,6,21,15789
random,100,std_quick_sort,7,21,15789
random,100,std_merge_sort,1,122,603
random,100,std_merge_sort,2,82,603
random,100,std_merge_sort,3,78,603
random,100,std_merge_sort,4,79,603
random,100,std_merge_sort,5,75,603
random,100,std_merge_sort,6,75,603
random,100,std_merge_sort,7,72,603
random,100,string_quick_sort,1,7,719
random,100,string_quick_sort,2,5,719
random,100,string_quick_sort,3,3,719
random,100,string_quick_sort,4,2,719
random,100,string_quick_sort,5,2,719
random,100,string_quick_sort,6,2,719
random,100,string_quick_sort,7,2,719
random,100,string_merge_sort,1,85,603
random,100,string_merge_sort,2,80,603
random,100,string_merge_sort,3,79,603
random,100,string_merge_sort,4,75,603
random,100,string_merge_sort,5,81,603
random,100,string_merge_sort,6,72,603
random,100,string_merge_sort,7,70,603
random,100,msd_radix_sort,1,61,177
random,100,msd_radix_sort,2,45,177
random,100,msd_radix_sort,3,42,177
random,100,msd_radix_sort,4,42,177
random,100,msd_radix_sort,5,41,177
random,100,msd_radix_sort,6,40,177
random,100,msd_radix_sort,7,40,177
random,100,msd_radix_quick_sort,1,11,200
random,100,msd_radix_quick_sort,2,10,200
random,100,msd_radix_quick_sort,3,9,200
random,100,msd_radix_quick_sort,4,9,200
random,100,msd_radix_quick_sort,5,9,200
random,100,msd_radix_quick_sort,6,9,200
random,100,msd_radix_quick_sort,7,9,200
random,200,std_quick_sort,1,44,31515
random,200,std_quick_sort,2,38,31515
random,200,std_quick_sort,3,36,31515
random,200,std_quick_sort,4,35,31515
random,200,std_quick_sort,5,34,31515
random,200,std_quick_sort,6,34,31515
random,200,std_quick_sort,7,34,31515
random,200,std_merge_sort,1,203,1505
random,200,std_merge_sort,2,183,1505
random,200,std_merge_sort,3,178,1505
random,200,std_merge_sort,4,174,1505
random,200,std_merge_sort,5,180,1505
random,200,std_merge_sort,6,174,1505
random,200,std_merge_sort,7,171,1505
random,200,string_quick_sort,1,13,1583
random,200,string_quick_sort,2,10,1583
random,200,string_quick_sort,3,7,1583
random,200,string_quick_sort,4,6,1583
random,200,string_quick_sort,5,5,1583
random,200,string_quick_sort,6,5,1583
random,200,string_quick_sort,7,5,1583
random,200,string_merge_sort,1,186,1505
random,200,string_merge_sort,2,183,1505
random,200,string_merge_sort,3,180,1505
random,200,string_merge_sort,4,178,1505
random,200,string_merge_sort,5,177,1505
random,200,string_merge_sort,6,177,1505
random,200,string_merge_sort,7,185,1505
random,200,msd_radix_sort,1,98,398
random,200,msd_radix_sort,2,132,398
random,200,msd_radix_sort,3,95,398
random,200,msd_radix_sort,4,87,398
random,200,msd_radix_sort,5,115,398
random,200,msd_radix_sort,6,137,398
random,200,msd_radix_sort,7,94,398
random,200,msd_radix_quick_sort,1,23,515
random,200,msd_radix_quick_sort,2,21,515
random,200,msd_radix_quick_sort,3,20,515
random,200,msd_radix_quick_sort,4,20,515
random,200,msd_radix_quick_sort,5,23,515
random,200,msd_radix_quick_sort,6,30,515
random,200,msd_radix_quick_sort,7,30,515
random,300,std_quick_sort,1,76,46707
random,300,std_quick_sort,2,82,46707
random,300,std_quick_sort,3,66,46707
random,300,std_quick_sort,4,60,46707
random,300,std_quick_sort,5,58,46707
random,300,std_quick_sort,6,61,46707
random,300,std_quick_sort,7,57,46707
random,300,std_merge_sort,1,328,2538
random,300,std_merge_sort,2,306,2538
random,300,std_merge_sort,3,296,2538
random,300,std_merge_sort,4,350,2538
random,300,std_merge_sort,5,324,2538
random,300,std_merge_sort,6,266,2538
random,300,std_merge_sort,7,269,2538
random,300,string_quick_sort,1,22,2547
random,300,string_quick_sort,2,16,2547
random,300,string_quick_sort,3,11,2547
random,300,string_quick_sort,4,9,2547
random,300,string_quick_sort,5,9,2547
random,300,string_quick_sort,6,8,2547
random,300,string_quick_sort,7,9,2547
random,300,string_merge_sort,1,290,2538
random,300,string_merge_sort,2,281,2538
random,300,string_merge_sort,3,287,2538
random,300,string_merge_sort,4,276,2538
random,300,string_merge_sort,5,264,2538
random,300,string_merge_sort,6,262,2538
random,300,string_merge_sort,7,262,2538
random,300,msd_radix_sort,1,145,622
random,300,msd_radix_sort,2,123,622
random,300,msd_radix_sort,3,118,622
random,300,msd_radix_sort,4,117,622
random,300,msd_radix_sort,5,129,622
random,300,msd_radix_sort,6,123,622
random,300,msd_radix_sort,7,124,622
random,300,msd_radix_quick_sort,1,35,946
random,300,msd_radix_quick_sort,2,31,946
random,300,msd_radix_quick_sort,3,29,946
random,300,msd_radix_quick_sort,4,29,946
random,300,msd_radix_quick_sort,5,28,946
random,300,msd_radix_quick_sort,6,29,946
random,300,msd_radix_quick_sort,7,30,946
random,400,std_quick_sort,1,83,63803
random,400,std_quick_sort,2,80,63803
random,400,std_quick_sort,3,76,63803
random,400,std_quick_sort,4,75,63803
random,400,std_quick_sort,5,73,63803
random,400,std_quick_sort,6,72,63803
random,400,std_quick_sort,7,71,63803
random,400,std_merge_sort,1,381,3685
random,400,std_merge_sort,2,389,3685
random,400,std_merge_sort,3,367,3685
random,400,std_merge_sort,4,363,3685
random,400,std_merge_sort,5,365,3685
random,400,std_merge_sort,6,370,3685
random,400,std_merge_sort,7,365,3685
random,400,string_quick_sort,1,28,3538
random,400,string_quick_sort,2,23,3538
random,400,string_quick_sort,3,19,3538
random,400,string_quick_sort,4,17,3538
random,400,string_quick_sort,5,17,3538
random,400,string_quick_sort,6,15,3538
random,400,string_quick_sort,7,13,3538
random,400,string_merge_sort,1,381,3685
random,400,string_merge_sort,2,366,3685
random,400,string_merge_sort,3,375,3685
random,400,string_merge_sort,4,368,3685
random,400,string_merge_sort,5,361,3685
random,400,string_merge_sort,6,365,3685
random,400,string_merge_sort,7,367,3685
random,400,msd_radix_sort,1,174,839
random,400,msd_radix_sort,2,153,839
random,400,msd_radix_sort,3,166,839
random,400,msd_radix_sort,4,168,839
random,400,msd_radix_sort,5,154,839
random,400,msd_radix_sort,6,155,839
random,400,msd_radix_sort,7,154,839
random,400,msd_radix_quick_sort,1,49,1354
random,400,msd_radix_quick_sort,2,46,1354
random,400,msd_radix_quick_sort,3,44,1354
random,400,msd_radix_quick_sort,4,43,1354
random,400,msd_radix_quick_sort,5,43,1354
random,400,msd_radix_quick_sort,6,42,1354
random,400,msd_radix_quick_sort,7,42,1354
random,500,std_quick_sort,1,157,80226
random,500,std_quick_sort,2,109,80226
random,500,std_quick_sort,3,133,80226
random,500,std_quick_sort,4,154,80226
random,500,std_quick_sort,5,113,80226
random,500,std_quick_sort,6,133,80226
random,500,std_quick_sort,7,156,80226
random,500,std_merge_sort,1,810,4890
random,500,std_merge_sort,2,506,4890
random,500,std_merge_sort,3,477,4890
random,500,std_merge_sort,4,466,4890
random,500,std_merge_sort,5,472,4890
random,500,std_merge_sort,6,442,4890
random,500,std_merge_sort,7,439,4890
random,500,string_quick_sort,1,36,4573
random,500,string_quick_sort,2,29,4573
random,500,string_quick_sort,3,23,4573
random,500,string_quick_sort,4,19,4573
random,500,string_quick_sort,5,18,4573
random,500,string_quick_sort,6,16,4573
random,500,string_quick_sort,7,16,4573
random,500,string_merge_sort,1,475,4890
random,500,string_merge_sort,2,477,4890
random,500,string_merge_sort,3,449,4890
random,500,string_merge_sort,4,462,4890
random,500,string_merge_sort,5,453,4890
random,500,string_merge_sort,6,471,4890
random,500,string_merge_sort,7,475,4890
random,500,msd_radix_sort,1,189,1052
random,500,msd_radix_sort,2,185,1052
random,500,msd_radix_sort,3,180,1052
random,500,msd_radix_sort,4,180,1052
random,500,msd_radix_sort,5,176,1052
random,500,msd_radix_sort,6,180,1052
random,500,msd_radix_sort,7,174,1052
random,500,msd_radix_quick_sort,1,59,1821
random,500,msd_radix_quick_sort,2,56,1821
random,500,msd_radix_quick_sort,3,54,1821
random,500,msd_radix_quick_sort,4,53,1821
random,500,msd_radix_quick_sort,5,54,1821
random,500,msd_radix_quick_sort,6,54,1821
random,500,msd_radix_quick_sort,7,53,1821
random,600,std_quick_sort,1,151,98726
random,600,std_quick_sort,2,134,98726
random,600,std_quick_sort,3,135,98726
random,600,std_quick_sort,4,132,98726
random,600,std_quick_sort,5,130,98726
random,600,std_quick_sort,6,126,98726
random,600,std_quick_sort,7,125,98726
random,600,std_merge_sort,1,649,6125
random,600,std_merge_sort,2,578,6125
random,600,std_merge_sort,3,582,6125
random,600,std_merge_sort,4,575,6125
random,600,std_merge_sort,5,573,6125
random,600,std_merge_sort,6,806,6125
random,600,std_merge_sort,7,821,6125
random,600,string_quick_sort,1,74,6071
random,600,string_quick_sort,2,57,6071
random,600,string_quick_sort,3,76,6071
random,600,string_quick_sort,4,59,6071
random,600,string_quick_sort,5,51,6071
random,600,string_quick_sort,6,41,6071
random,600,string_quick_sort,7,39,6071
random,600,string_merge_sort,1,696,6125
random,600,string_merge_sort,2,741,6125
random,600,string_merge_sort,3,600,6125
random,600,string_merge_sort,4,582,6125
random,600,string_merge_sort,5,599,6125
random,600,string_merge_sort,6,579,6125
random,600,string_merge_sort,7,588,6125
random,600,msd_radix_sort,1,212,1274
random,600,msd_radix_sort,2,222,1274
random,600,msd_radix_sort,3,211,1274
random,600,msd_radix_sort,4,213,1274
random,600,msd_radix_sort,5,209,1274
random,600,msd_radix_sort,6,207,1274
random,600,msd_radix_sort,7,205,1274
random,600,msd_radix_quick_sort,1,73,2337
random,600,msd_radix_quick_sort,2,68,2337
random,600,msd_radix_quick_sort,3,66,2337
random,600,msd_radix_quick_sort,4,65,2337
random,600,msd_radix_quick_sort,5,64,2337
random,600,msd_radix_quick_sort,6,68,2337
random,600,msd_radix_quick_sort,7,115,2337
random,700,std_quick_sort,1,149,112848
random,700,std_quick_sort,2,145,112848
random,700,std_quick_sort,3,141,112848
random,700,std_quick_sort,4,140,112848
random,700,std_quick_sort,5,160,112848
random,700,std_quick_sort,6,137,112848
random,700,std_quick_sort,7,140,112848
random,700,std_merge_sort,1,735,7472
random,700,std_merge_sort,2,730,7472
random,700,std_merge_sort,3,684,7472
random,700,std_merge_sort,4,737,7472
random,700,std_merge_sort,5,683,7472
random,700,std_merge_sort,6,677,7472
random,700,std_merge_sort,7,676,7472
random,700,string_quick_sort,1,51,6552
random,700,string_quick_sort,2,47,6552
random,700,string_quick_sort,3,138,6552
random,700,string_quick_sort,4,44,6552
random,700,string_quick_sort,5,36,6552
random,700,string_quick_sort,6,42,6552
random,700,string_quick_sort,7,47,6552
random,700,string_merge_sort,1,922,7472
random,700,string_merge_sort,2,1036,7472
random,700,string_merge_sort,3,710,7472
random,700,string_merge_sort,4,698,7472
random,700,string_merge_sort,5,694,7472
random,700,string_merge_sort,6,699,7472
random,700,string_merge_sort,7,689,7472
random,700,msd_radix_sort,1,266,1497
random,700,msd_radix_sort,2,247,1497
random,700,msd_radix_sort,3,238,1497
random,700,msd_radix_sort,4,238,1497
random,700,msd_radix_sort,5,240,1497
random,700,msd_radix_sort,6,240,1497
random,700,msd_radix_sort,7,237,1497
random,700,msd_radix_quick_sort,1,87,2894
random,700,msd_radix_quick_sort,2,82,2894
random,700,msd_radix_quick_sort,3,79,2894
random,700,msd_radix_quick_sort,4,78,2894
random,700,msd_radix_quick_sort,5,79,2894
random,700,msd_radix_quick_sort,6,76,2894
random,700,msd_radix_quick_sort,7,76,2894
random,800,std_quick_sort,1,175,133121
random,800,std_quick_sort,2,172,133121
random,800,std_quick_sort,3,167,133121
random,800,std_quick_sort,4,167,133121
random,800,std_quick_sort,5,164,133121
random,800,std_quick_sort,6,164,133121
random,800,std_quick_sort,7,163,133121
random,800,std_merge_sort,1,869,8827
random,800,std_merge_sort,2,788,8827
random,800,std_merge_sort,3,787,8827
random,800,std_merge_sort,4,783,8827
random,800,std_merge_sort,5,791,8827
random,800,std_merge_sort,6,780,8827
random,800,std_merge_sort,7,1085,8827
random,800,string_quick_sort,1,63,8074
random,800,string_quick_sort,2,58,8074
random,800,string_quick_sort,3,52,8074
random,800,string_quick_sort,4,49,8074
random,800,string_quick_sort,5,44,8074
random,800,string_quick_sort,6,42,8074
random,800,string_quick_sort,7,38,8074
random,800,string_merge_sort,1,826,8827
random,800,string_merge_sort,2,818,8827
random,800,string_merge_sort,3,799,8827
random,800,string_merge_sort,4,812,8827
random,800,string_merge_sort,5,801,8827
random,800,string_merge_sort,6,846,8827
random,800,string_merge_sort,7,807,8827
random,800,msd_radix_sort,1,306,1717
random,800,msd_radix_sort,2,283,1717
random,800,msd_radix_sort,3,275,1717
random,800,msd_radix_sort,4,274,1717
random,800,msd_radix_sort,5,271,1717
random,800,msd_radix_sort,6,269,1717
random,800,msd_radix_sort,7,276,1717
random,800,msd_radix_quick_sort,1,102,3495
random,800,msd_radix_quick_sort,2,101,3495
random,800,msd_radix_quick_sort,3,98,3495
random,800,msd_radix_quick_sort,4,145,3495
random,800,msd_radix_quick_sort,5,101,3495
random,800,msd_radix_quick_sort,6,95,3495
random,800,msd_radix_quick_sort,7,100,3495
random,900,std_quick_sort,1,201,154163
random,900,std_quick_sort,2,196,154163
random,900,std_quick_sort,3,188,154163
random,900,std_quick_sort,4,187,154163
random,900,std_quick_sort,5,185,154163
random,900,std_quick_sort,6,187,154163
random,900,std_quick_sort,7,184,154163
random,900,std_merge_sort,1,962,10235
random,900,std_merge_sort,2,883,10235
random,900,std_merge_sort,3,1064,10235
random,900,std_merge_sort,4,1650,10235
random,900,std_merge_sort,5,1204,10235
random,900,std_merge_sort,6,890,10235
random,900,std_merge_sort,7,880,10235
random,900,string_quick_sort,1,71,8837
random,900,string_quick_sort,2,63,8837
random,900,string_quick_sort,3,55,8837
random,900,string_quick_sort,4,51,8837
random,900,string_quick_sort,5,48,8837
random,900,string_quick_sort,6,45,8837
random,900,string_quick_sort,7,47,8837
random,900,string_merge_sort,1,923,10235
random,900,string_merge_sort,2,908,10235
random,900,string_merge_sort,3,903,10235
random,900,string_merge_sort,4,969,10235
random,900,string_merge_sort,5,908,10235
random,900,string_merge_sort,6,901,10235
random,900,string_merge_sort,7,908,10235
random,900,msd_radix_sort,1,345,1948
random,900,msd_radix_sort,2,386,1948
random,900,msd_radix_sort,3,381,1948
random,900,msd_radix_sort,4,311,1948
random,900,msd_radix_sort,5,387,1948
random,900,msd_radix_sort,6,333,1948
random,900,msd_radix_sort,7,659,1948
random,900,msd_radix_quick_sort,1,124,4115
random,900,msd_radix_quick_sort,2,165,4115
random,900,msd_radix_quick_sort,3,111,4115
random,900,msd_radix_quick_sort,4,106,4115
random,900,msd_radix_quick_sort,5,110,4115
random,900,msd_radix_quick_sort,6,111,4115
random,900,msd_radix_quick_sort,7,112,4115
random,1000,std_quick_sort,1,237,166602
random,1000,std_quick_sort,2,213,166602
random,1000,std_quick_sort,3,209,166602
random,1000,std_quick_sort,4,217,166602
random,1000,std_quick_sort,5,209,166602
random,1000,std_quick_sort,6,224,166602
random,1000,std_quick_sort,7,210,166602
random,1000,std_merge_sort,1,1089,11680
random,1000,std_merge_sort,2,1007,11680
random,1000,std_merge_sort,3,983,11680
random,1000,std_merge_sort,4,1003,11680
random,1000,std_merge_sort,5,1022,11680
random,1000,std_merge_sort,6,970,11680
random,1000,std_merge_sort,7,1036,11680
random,1000,string_quick_sort,1,78,9949
random,1000,string_quick_sort,2,71,9949
random,1000,string_quick_sort,3,68,9949
random,1000,string_quick_sort,4,64,9949
random,1000,string_quick_sort,5,58,9949
random,1000,string_quick_sort,6,54,9949
random,1000,string_quick_sort,7,51,9949
random,1000,string_merge_sort,1,1025,11680
random,1000,string_merge_sort,2,1062,11680
random,1000,string_merge_sort,3,1032,11680
random,1000,string_merge_sort,4,1015,11680
random,1000,string_merge_sort,5,1102,11680
random,1000,string_merge_sort,6,1099,11680
random,1000,string_merge_sort,7,1313,11680
random,1000,msd_radix_sort,1,366,2181
random,1000,msd_radix_sort,2,417,2181
random,1000,msd_radix_sort,3,407,2181
random,1000,msd_radix_sort,4,404,2181
random,1000,msd_radix_sort,5,421,2181
random,1000,msd_radix_sort,6,409,2181
random,1000,msd_radix_sort,7,423,2181
random,1000,msd_radix_quick_sort,1,184,4680
random,1000,msd_radix_quick_sort,2,132,4680
random,1000,msd_radix_quick_sort,3,154,4680
random,1000,msd_radix_quick_sort,4,118,4680
random,1000,msd_radix_quick_sort,5,118,4680
random,1000,msd_radix_quick_sort,6,119,4680
random,1000,msd_radix_quick_sort,7,174,4680
random,1100,std_quick_sort,1,404,185420
random,1100,std_quick_sort,2,339,185420
random,1100,std_quick_sort,3,237,185420
random,1100,std_quick_sort,4,239,185420
random,1100,std_quick_sort,5,238,185420
random,1100,std_quick_sort,6,237,185420
random,1100,std_quick_sort,7,241,185420
random,1100,std_merge_sort,1,1248,13043
random,1100,std_merge_sort,2,1254,13043
random,1100,std_merge_sort,3,1401,13043
random,1100,std_merge_sort,4,1275,13043
random,1100,std_merge_sort,5,1291,13043
random,1100,std_merge_sort,6,1214,13043
random,1100,std_merge_sort,7,1196,13043
random,1100,string_quick_sort,1,89,11916
random,1100,string_quick_sort,2,84,11916
random,1100,string_quick_sort,3,83,11916
random,1100,string_quick_sort,4,79,11916
random,1100,string_quick_sort,5,71,11916
random,1100,string_quick_sort,6,67,11916
random,1100,string_quick_sort,7,64,11916
random,1100,string_merge_sort,1,1238,13043
random,1100,string_merge_sort,2,1236,13043
random,1100,string_merge_sort,3,1235,13043
random,1100,string_merge_sort,4,1229,13043
random,1100,string_merge_sort,5,1238,13043
random,1100,string_merge_sort,6,1228,13043
random,1100,string_merge_sort,7,1219,13043
random,1100,msd_radix_sort,1,431,2396
random,1100,msd_radix_sort,2,717,2396
random,1100,msd_radix_sort,3,425,2396
random,1100,msd_radix_sort,4,535,2396
random,1100,msd_radix_sort,5,439,2396
random,1100,msd_radix_sort,6,439,2396
random,1100,msd_radix_sort,7,437,2396
random,1100,msd_radix_quick_sort,1,163,5281
random,1100,msd_radix_quick_sort,2,137,5281
random,1100,msd_radix_quick_sort,3,133,5281
random,1100,msd_radix_quick_sort,4,137,5281
random,1100,msd_radix_quick_sort,5,135,5281
random,1100,msd_radix_quick_sort,6,129,5281
random,1100,msd_radix_quick_sort,7,130,5281
random,1200,std_quick_sort,1,262,196654
random,1200,std_quick_sort,2,261,196654
random,1200,std_quick_sort,3,257,196654
random,1200,std_quick_sort,4,254,196654
random,1200,std_quick_sort,5,251,196654
random,1200,std_quick_sort,6,252,196654
random,1200,std_quick_sort,7,252,196654
random,1200,std_merge_sort,1,1341,14579
random,1200,std_merge_sort,2,1277,14579
random,1200,std_merge_sort,3,1284,14579
random,1200,std_merge_sort,4,1310,14579
random,1200,std_merge_sort,5,1268,14579
random,1200,std_merge_sort,6,1290,14579
random,1200,std_merge_sort,7,1486,14579
random,1200,string_quick_sort,1,95,12591
random,1200,string_quick_sort,2,112,12591
random,1200,string_quick_sort,3,81,12591
random,1200,string_quick_sort,4,77,12591
random,1200,string_quick_sort,5,74,12591
random,1200,string_quick_sort,6,72,12591
random,1200,string_quick_sort,7,70,12591
random,1200,string_merge_sort,1,1378,14579
random,1200,string_merge_sort,2,1284,14579
random,1200,string_merge_sort,3,1312,14579
random,1200,string_merge_sort,4,1275,14579
random,1200,string_merge_sort,5,1300,14579
random,1200,string_merge_sort,6,1296,14579
random,1200,string_merge_sort,7,1284,14579
random,1200,msd_radix_sort,1,447,2632
random,1200,msd_radix_sort,2,472,2632
random,1200,msd_radix_sort,3,419,2632
random,1200,msd_radix_sort,4,414,2632
random,1200,msd_radix_sort,5,476,2632
random,1200,msd_radix_sort,6,417,2632
random,1200,msd_radix_sort,7,426,2632
random,1200,msd_radix_quick_sort,1,160,5917
random,1200,msd_radix_quick_sort,2,150,5917
random,1200,msd_radix_quick_sort,3,216,5917
random,1200,msd_radix_quick_sort,4,235,5917
random,1200,msd_radix_quick_sort,5,156,5917
random,1200,msd_radix_quick_sort,6,148,5917
random,1200,msd_radix_quick_sort,7,175,5917
random,1300,std_quick_sort,1,291,220974
random,1300,std_quick_sort,2,290,220974
random,1300,std_quick_sort,3,288,220974
random,1300,std_quick_sort,4,288,220974
random,1300,std_quick_sort,5,276,220974
random,1300,std_quick_sort,6,287,220974
random,1300,std_quick_sort,7,278,220974
random,1300,std_merge_sort,1,1485,16092
random,1300,std_merge_sort,2,1407,16092
random,1300,std_merge_sort,3,1388,16092
random,1300,std_merge_sort,4,1372,16092
random,1300,std_merge_sort,5,1363,16092
random,1300,std_merge_sort,6,1356,16092
random,1300,std_merge_sort,7,1348,16092
random,1300,string_quick_sort,1,105,14732
random,1300,string_quick_sort,2,98,14732
random,1300,string_quick_sort,3,92,14732
random,1300,string_quick_sort,4,87,14732
random,1300,string_quick_sort,5,85,14732
random,1300,string_quick_sort,6,86,14732
random,1300,string_quick_sort,7,85,14732
random,1300,string_merge_sort,1,1490,16092
random,1300,string_merge_sort,2,1457,16092
random,1300,string_merge_sort,3,1403,16092
random,1300,string_merge_sort,4,1477,16092
random,1300,string_merge_sort,5,1403,16092
random,1300,string_merge_sort,6,1413,16092
random,1300,string_merge_sort,7,1422,16092
random,1300,msd_radix_sort,1,480,2880
random,1300,msd_radix_sort,2,551,2880
random,1300,msd_radix_sort,3,535,2880
random,1300,msd_radix_sort,4,556,2880
random,1300,msd_radix_sort,5,552,2880
random,1300,msd_radix_sort,6,584,2880
random,1300,msd_radix_sort,7,611,2880
random,1300,msd_radix_quick_sort,1,230,6546
random,1300,msd_radix_quick_sort,2,193,6546
random,1300,msd_radix_quick_sort,3,201,6546
random,1300,msd_radix_quick_sort,4,197,6546
random,1300,msd_radix_quick_sort,5,259,6546
random,1300,msd_radix_quick_sort,6,191,6546
random,1300,msd_radix_quick_sort,7,164,6546
random,1400,std_quick_sort,1,335,235062
random,1400,std_quick_sort,2,312,235062
random,1400,std_quick_sort,3,301,235062
random,1400,std_quick_sort,4,310,235062
random,1400,std_quick_sort,5,302,235062
random,1400,std_quick_sort,6,306,235062
random,1400,std_quick_sort,7,298,235062
random,1400,std_merge_sort,1,1713,17657
random,1400,std_merge_sort,2,1502,17657
random,1400,std_merge_sort,3,1513,17657
random,1400,std_merge_sort,4,1483,17657
random,1400,std_merge_sort,5,1474,17657
random,1400,std_merge_sort,6,1478,17657
random,1400,std_merge_sort,7,1501,17657
random,1400,string_quick_sort,1,114,15440
random,1400,string_quick_sort,2,108,15440
random,1400,string_quick_sort,3,103,15440
random,1400,string_quick_sort,4,99,15440
random,1400,string_quick_sort,5,93,15440
random,1400,string_quick_sort,6,94,15440
random,1400,string_quick_sort,7,90,15440
random,1400,string_merge_sort,1,1568,17657
random,1400,string_merge_sort,2,1522,17657
random,1400,string_merge_sort,3,1518,17657
random,1400,string_merge_sort,4,1522,17657
random,1400,string_merge_sort,5,1521,17657
random,1400,string_merge_sort,6,1511,17657
random,1400,string_merge_sort,7,1511,17657
random,1400,msd_radix_sort,1,529,3128
random,1400,msd_radix_sort,2,501,3128
random,1400,msd_radix_sort,3,504,3128
random,1400,msd_radix_sort,4,508,3128
random,1400,msd_radix_sort,5,505,3128
random,1400,msd_radix_sort,6,697,3128
random,1400,msd_radix_sort,7,538,3128
random,1400,msd_radix_quick_sort,1,186,7262
random,1400,msd_radix_quick_sort,2,183,7262
random,1400,msd_radix_quick_sort,3,191,7262
random,1400,msd_radix_quick_sort,4,173,7262
random,1400,msd_radix_quick_sort,5,173,7262
random,1400,msd_radix_quick_sort,6,182,7262
random,1400,msd_radix_quick_sort,7,179,7262
random,1500,std_quick_sort,1,341,254392
random,1500,std_quick_sort,2,339,254392
random,1500,std_quick_sort,3,333,254392
random,1500,std_quick_sort,4,328,254392
random,1500,std_quick_sort,5,328,254392
random,1500,std_quick_sort,6,328,254392
random,1500,std_quick_sort,7,327,254392
random,1500,std_merge_sort,1,1767,19182
random,1500,std_merge_sort,2,1595,19182
random,1500,std_merge_sort,3,1641,19182
random,1500,std_merge_sort,4,1630,19182
random,1500,std_merge_sort,5,1629,19182
random,1500,std_merge_sort,6,1604,19182
random,1500,std_merge_sort,7,1710,19182
random,1500,string_quick_sort,1,128,17537
random,1500,string_quick_sort,2,119,17537
random,1500,string_quick_sort,3,121,17537
random,1500,string_quick_sort,4,109,17537
random,1500,string_quick_sort,5,106,17537
random,1500,string_quick_sort,6,104,17537
random,1500,string_quick_sort,7,103,17537
random,1500,string_merge_sort,1,1672,19182
random,1500,string_merge_sort,2,1672,19182
random,1500,string_merge_sort,3,1648,19182
random,1500,string_merge_sort,4,1663,19182
random,1500,string_merge_sort,5,1646,19182
random,1500,string_merge_sort,6,1636,19182
random,1500,string_merge_sort,7,1642,19182
random,1500,msd_radix_sort,1,509,3364
random,1500,msd_radix_sort,2,863,3364
random,1500,msd_radix_sort,3,921,3364
random,1500,msd_radix_sort,4,561,3364
random,1500,msd_radix_sort,5,582,3364
random,1500,msd_radix_sort,6,540,3364
random,1500,msd_radix_sort,7,542,3364
random,1500,msd_radix_quick_sort,1,212,7974
random,1500,msd_radix_quick_sort,2,196,7974
random,1500,msd_radix_quick_sort,3,190,7974
random,1500,msd_radix_quick_sort,4,197,7974
random,1500,msd_radix_quick_sort,5,190,7974
random,1500,msd_radix_quick_sort,6,187,7974
random,1500,msd_radix_quick_sort,7,188,7974
random,1600,std_quick_sort,1,358,271948
random,1600,std_quick_sort,2,354,271948
random,1600,std_quick_sort,3,352,271948
random,1600,std_quick_sort,4,349,271948
random,1600,std_quick_sort,5,352,271948
random,1600,std_quick_sort,6,348,271948
random,1600,std_quick_sort,7,352,271948
random,1600,std_merge_sort,1,1902,20792
random,1600,std_merge_sort,2,1745,20792
random,1600,std_merge_sort,3,1752,20792
random,1600,std_merge_sort,4,1853,20792
random,1600,std_merge_sort,5,1768,20792
random,1600,std_merge_sort,6,1707,20792
random,1600,std_merge_sort,7,1710,20792
random,1600,string_quick_sort,1,138,19738
random,1600,string_quick_sort,2,133,19738
random,1600,string_quick_sort,3,128,19738
random,1600,string_quick_sort,4,124,19738
random,1600,string_quick_sort,5,121,19738
random,1600,string_quick_sort,6,119,19738
random,1600,string_quick_sort,7,122,19738
random,1600,string_merge_sort,1,1751,20792
random,1600,string_merge_sort,2,1746,20792
random,1600,string_merge_sort,3,1763,20792
random,1600,string_merge_sort,4,1788,20792
random,1600,string_merge_sort,5,2134,20792
random,1600,string_merge_sort,6,1763,20792
random,1600,string_merge_sort,7,1789,20792
random,1600,msd_radix_sort,1,650,3610
random,1600,msd_radix_sort,2,589,3610
random,1600,msd_radix_sort,3,602,3610
random,1600,msd_radix_sort,4,592,3610
random,1600,msd_radix_sort,5,590,3610
random,1600,msd_radix_sort,6,594,3610
random,1600,msd_radix_sort,7,595,3610
random,1600,msd_radix_quick_sort,1,217,8697
random,1600,msd_radix_quick_sort,2,206,8697
random,1600,msd_radix_quick_sort,3,203,8697
random,1600,msd_radix_quick_sort,4,201,8697
random,1600,msd_radix_quick_sort,5,199,8697
random,1600,msd_radix_quick_sort,6,206,8697
random,1600,msd_radix_quick_sort,7,203,8697
random,1700,std_quick_sort,1,387,284683
random,1700,std_quick_sort,2,386,284683
random,1700,std_quick_sort,3,385,284683
random,1700,std_quick_sort,4,379,284683
random,1700,std_quick_sort,5,376,284683
random,1700,std_quick_sort,6,456,284683
random,1700,std_quick_sort,7,437,284683
random,1700,std_merge_sort,1,2528,22376
random,1700,std_merge_sort,2,1965,22376
random,1700,std_merge_sort,3,1832,22376
random,1700,std_merge_sort,4,1820,22376
random,1700,std_merge_sort,5,1853,22376
random,1700,std_merge_sort,6,1823,22376
random,1700,std_merge_sort,7,1830,22376
random,1700,string_quick_sort,1,141,18220
