case,n,algorithm,repeat,time_us,char_ops
random,3000,std_merge_sort,3,3703,44457
random,3000,std_merge_sort,4,3885,44457
random,3000,std_merge_sort,5,3684,44457
random,3000,std_merge_sort,6,3608,44457
random,3000,std_merge_sort,7,3623,44457
random,3000,string_quick_sort,1,276,35740
random,3000,string_quick_sort,2,262,35740
random,3000,string_quick_sort,3,257,35740
random,3000,string_quick_sort,4,308,35740
random,3000,string_quick_sort,5,265,35740
random,3000,string_quick_sort,6,254,35740
random,3000,string_quick_sort,7,256,35740
random,3000,string_merge_sort,1,3774,44457
random,3000,string_merge_sort,2,3718,44457
random,3000,string_merge_sort,3,3700,44457
random,3000,string_merge_sort,4,4099,44457
random,3000,string_merge_sort,5,3711,44457
random,3000,string_merge_sort,6,3722,44457
random,3000,string_merge_sort,7,3709,44457
random,3000,msd_radix_sort,1,1521,7227
random,3000,msd_radix_sort,2,1633,7227
random,3000,msd_radix_sort,3,1712,7227
random,3000,msd_radix_sort,4,1578,7227
random,3000,msd_radix_sort,5,1573,7227
random,3000,msd_radix_sort,6,1515,7227
random,3000,msd_radix_sort,7,1445,7227
random,3000,msd_radix_quick_sort,1,566,19220
random,3000,msd_radix_quick_sort,2,427,19220
random,3000,msd_radix_quick_sort,3,422,19220
random,3000,msd_radix_quick_sort,4,550,19220
random,3000,msd_radix_quick_sort,5,418,19220
random,3000,msd_radix_quick_sort,6,410,19220
random,3000,msd_radix_quick_sort,7,410,19220
reversed,100,std_quick_sort,1,28,28105
reversed,100,std_quick_sort,2,26,28105
reversed,100,std_quick_sort,3,26,28105
reversed,100,std_quick_sort,4,27,28105
reversed,100,std_quick_sort,5,27,28105
reversed,100,std_quick_sort,6,27,28105
reversed,100,std_quick_sort,7,26,28105
reversed,100,std_merge_sort,1,96,673
reversed,100,std_merge_sort,2,72,673
reversed,100,std_merge_sort,3,65,673
reversed,100,std_merge_sort,4,63,673
reversed,100,std_merge_sort,5,64,673
reversed,100,std_merge_sort,6,76,673
reversed,100,std_merge_sort,7,61,673
reversed,100,string_quick_sort,1,6,1225
reversed,100,string_quick_sort,2,5,1225
reversed,100,string_quick_sort,3,4,1225
reversed,100,string_quick_sort,4,4,1225
reversed,100,string_quick_sort,5,4,1225
reversed,100,string_quick_sort,6,5,1225
reversed,100,string_quick_sort,7,4,1225
reversed,100,string_merge_sort,1,75,673
reversed,100,string_merge_sort,2,75,673
reversed,100,string_merge_sort,3,70,673
reversed,100,string_merge_sort,4,66,673
reversed,100,string_merge_sort,5,64,673
reversed,100,string_merge_sort,6,62,673
reversed,100,string_merge_sort,7,62,673
reversed,100,msd_radix_sort,1,42,234
reversed,100,msd_radix_sort,2,42,234
reversed,100,msd_radix_sort,3,39,234
reversed,100,msd_radix_sort,4,63,234
reversed,100,msd_radix_sort,5,38,234
reversed,100,msd_radix_sort,6,41,234
reversed,100,msd_radix_sort,7,38,234
reversed,100,msd_radix_quick_sort,1,18,1895
reversed,100,msd_radix_quick_sort,2,16,1895
reversed,100,msd_radix_quick_sort,3,17,1895
reversed,100,msd_radix_quick_sort,4,15,1895
reversed,100,msd_radix_quick_sort,5,15,1895
reversed,100,msd_radix_quick_sort,6,15,1895
reversed,100,msd_radix_quick_sort,7,15,1895
reversed,200,std_quick_sort,1,75,66341
reversed,200,std_quick_sort,2,63,66341
reversed,200,std_quick_sort,3,62,66341
reversed,200,std_quick_sort,4,62,66341
reversed,200,std_quick_sort,5,62,66341
reversed,200,std_quick_sort,6,62,66341
reversed,200,std_quick_sort,7,62,66341
reversed,200,std_merge_sort,1,158,1460
reversed,200,std_merge_sort,2,150,1460
reversed,200,std_merge_sort,3,148,1460
reversed,200,std_merge_sort,4,142,1460
reversed,200,std_merge_sort,5,142,1460
reversed,200,std_merge_sort,6,139,1460
reversed,200,std_merge_sort,7,138,1460
reversed,200,string_quick_sort,1,14,3160
reversed,200,string_quick_sort,2,13,3160
reversed,200,string_quick_sort,3,12,3160
reversed,200,string_quick_sort,4,12,3160
reversed,200,string_quick_sort,5,12,3160
reversed,200,string_quick_sort,6,11,3160
reversed,200,string_quick_sort,7,11,3160
reversed,200,string_merge_sort,1,156,1460
reversed,200,string_merge_sort,2,151,1460
reversed,200,string_merge_sort,3,149,1460
reversed,200,string_merge_sort,4,146,1460
reversed,200,string_merge_sort,5,145,1460
reversed,200,string_merge_sort,6,144,1460
reversed,200,string_merge_sort,7,142,1460
reversed,200,msd_radix_sort,1,91,475
reversed,200,msd_radix_sort,2,83,475
reversed,200,msd_radix_sort,3,80,475
reversed,200,msd_radix_sort,4,78,475
reversed,200,msd_radix_sort,5,77,475
reversed,200,msd_radix_sort,6,76,475
reversed,200,msd_radix_sort,7,76,475
reversed,200,msd_radix_quick_sort,1,32,3700
reversed,200,msd_radix_quick_sort,2,31,3700
reversed,200,msd_radix_quick_sort,3,30,3700
reversed,200,msd_radix_quick_sort,4,30,3700
reversed,200,msd_radix_quick_sort,5,30,3700
reversed,200,msd_radix_quick_sort,6,30,3700
reversed,200,msd_radix_quick_sort,7,29,3700
reversed,300,std_quick_sort,1,129,115013
reversed,300,std_quick_sort,2,116,115013
reversed,300,std_quick_sort,3,111,115013
reversed,300,std_quick_sort,4,111,115013
reversed,300,std_quick_sort,5,111,115013
reversed,300,std_quick_sort,6,113,115013
reversed,300,std_quick_sort,7,112,115013
reversed,300,std_merge_sort,1,253,2292
reversed,300,std_merge_sort,2,240,2292
reversed,300,std_merge_sort,3,238,2292
reversed,300,std_merge_sort,4,239,2292
reversed,300,std_merge_sort,5,239,2292
reversed,300,std_merge_sort,6,237,2292
reversed,300,std_merge_sort,7,233,2292
reversed,300,string_quick_sort,1,22,5174
reversed,300,string_quick_sort,2,20,5174
reversed,300,string_quick_sort,3,19,5174
reversed,300,string_quick_sort,4,18,5174
reversed,300,string_quick_sort,5,18,5174
reversed,300,string_quick_sort,6,18,5174
reversed,300,string_quick_sort,7,18,5174
reversed,300,string_merge_sort,1,254,2292
reversed,300,string_merge_sort,2,247,2292
reversed,300,string_merge_sort,3,244,2292
reversed,300,string_merge_sort,4,255,2292
reversed,300,string_merge_sort,5,241,2292
reversed,300,string_merge_sort,6,238,2292
reversed,300,string_merge_sort,7,238,2292
reversed,300,msd_radix_sort,1,145,720
reversed,300,msd_radix_sort,2,130,720
reversed,300,msd_radix_sort,3,127,720
reversed,300,msd_radix_sort,4,125,720
reversed,300,msd_radix_sort,5,123,720
reversed,300,msd_radix_sort,6,125,720
reversed,300,msd_radix_sort,7,122,720
reversed,300,msd_radix_quick_sort,1,49,5658
reversed,300,msd_radix_quick_sort,2,48,5658
reversed,300,msd_radix_quick_sort,3,46,5658
reversed,300,msd_radix_quick_sort,4,46,5658
reversed,300,msd_radix_quick_sort,5,45,5658
reversed,300,msd_radix_quick_sort,6,45,5658
reversed,300,msd_radix_quick_sort,7,46,5658
reversed,400,std_quick_sort,1,185,171264
reversed,400,std_quick_sort,2,177,171264
reversed,400,std_quick_sort,3,181,171264
reversed,400,std_quick_sort,4,177,171264
reversed,400,std_quick_sort,5,171,171264
reversed,400,std_quick_sort,6,170,171264
reversed,400,std_quick_sort,7,173,171264
reversed,400,std_merge_sort,1,342,3152
reversed,400,std_merge_sort,2,325,3152
reversed,400,std_merge_sort,3,324,3152
reversed,400,std_merge_sort,4,329,3152
reversed,400,std_merge_sort,5,328,3152
reversed,400,std_merge_sort,6,330,3152
reversed,400,std_merge_sort,7,493,3152
reversed,400,string_quick_sort,1,31,7175
reversed,400,string_quick_sort,2,28,7175
reversed,400,string_quick_sort,3,25,7175
reversed,400,string_quick_sort,4,25,7175
reversed,400,string_quick_sort,5,26,7175
reversed,400,string_quick_sort,6,26,7175
reversed,400,string_quick_sort,7,30,7175
reversed,400,string_merge_sort,1,403,3152
reversed,400,string_merge_sort,2,338,3152
reversed,400,string_merge_sort,3,331,3152
reversed,400,string_merge_sort,4,336,3152
reversed,400,string_merge_sort,5,338,3152
reversed,400,string_merge_sort,6,331,3152
reversed,400,string_merge_sort,7,342,3152
reversed,400,msd_radix_sort,1,197,967
reversed,400,msd_radix_sort,2,178,967
reversed,400,msd_radix_sort,3,177,967
reversed,400,msd_radix_sort,4,172,967
reversed,400,msd_radix_sort,5,170,967
reversed,400,msd_radix_sort,6,171,967
reversed,400,msd_radix_sort,7,168,967
reversed,400,msd_radix_quick_sort,1,69,7313
reversed,400,msd_radix_quick_sort,2,62,7313
reversed,400,msd_radix_quick_sort,3,61,7313
reversed,400,msd_radix_quick_sort,4,61,7313
reversed,400,msd_radix_quick_sort,5,61,7313
reversed,400,msd_radix_quick_sort,6,61,7313
reversed,400,msd_radix_quick_sort,7,60,7313
reversed,500,std_quick_sort,1,255,240095
reversed,500,std_quick_sort,2,243,240095
reversed,500,std_quick_sort,3,241,240095
reversed,500,std_quick_sort,4,241,240095
reversed,500,std_quick_sort,5,244,240095
reversed,500,std_quick_sort,6,240,240095
reversed,500,std_quick_sort,7,242,240095
reversed,500,std_merge_sort,1,434,3874
reversed,500,std_merge_sort,2,423,3874
reversed,500,std_merge_sort,3,426,3874
reversed,500,std_merge_sort,4,421,3874
reversed,500,std_merge_sort,5,428,3874
reversed,500,std_merge_sort,6,422,3874
reversed,500,std_merge_sort,7,432,3874
reversed,500,string_quick_sort,1,38,9346
reversed,500,string_quick_sort,2,36,9346
reversed,500,string_quick_sort,3,34,9346
reversed,500,string_quick_sort,4,34,9346
reversed,500,string_quick_sort,5,33,9346
reversed,500,string_quick_sort,6,33,9346
reversed,500,string_quick_sort,7,32,9346
reversed,500,string_merge_sort,1,442,3874
reversed,500,string_merge_sort,2,437,3874
reversed,500,string_merge_sort,3,434,3874
reversed,500,string_merge_sort,4,433,3874
reversed,500,string_merge_sort,5,438,3874
reversed,500,string_merge_sort,6,430,3874
reversed,500,string_merge_sort,7,439,3874
reversed,500,msd_radix_sort,1,248,1206
reversed,500,msd_radix_sort,2,220,1206
reversed,500,msd_radix_sort,3,217,1206
reversed,500,msd_radix_sort,4,213,1206
reversed,500,msd_radix_sort,5,217,1206
reversed,500,msd_radix_sort,6,219,1206
reversed,500,msd_radix_sort,7,219,1206
reversed,500,msd_radix_quick_sort,1,85,9793
reversed,500,msd_radix_quick_sort,2,82,9793
reversed,500,msd_radix_quick_sort,3,83,9793
reversed,500,msd_radix_quick_sort,4,83,9793
reversed,500,msd_radix_quick_sort,5,81,9793
reversed,500,msd_radix_quick_sort,6,86,9793
reversed,500,msd_radix_quick_sort,7,83,9793
reversed,600,std_quick_sort,1,406,317662
reversed,600,std_quick_sort,2,376,317662
reversed,600,std_quick_sort,3,545,317662
reversed,600,std_quick_sort,4,506,317662
reversed,600,std_quick_sort,5,504,317662
reversed,600,std_quick_sort,6,519,317662
reversed,600,std_quick_sort,7,506,317662
reversed,600,std_merge_sort,1,936,4969
reversed,600,std_merge_sort,2,924,4969
reversed,600,std_merge_sort,3,943,4969
reversed,600,std_merge_sort,4,904,4969
reversed,600,std_merge_sort,5,945,4969
reversed,600,std_merge_sort,6,588,4969
reversed,600,std_merge_sort,7,554,4969
reversed,600,string_quick_sort,1,55,12085
reversed,600,string_quick_sort,2,51,12085
reversed,600,string_quick_sort,3,49,12085
reversed,600,string_quick_sort,4,47,12085
reversed,600,string_quick_sort,5,46,12085
reversed,600,string_quick_sort,6,46,12085
reversed,600,string_quick_sort,7,45,12085
reversed,600,string_merge_sort,1,576,4969
reversed,600,string_merge_sort,2,563,4969
reversed,600,string_merge_sort,3,570,4969
reversed,600,string_merge_sort,4,561,4969
reversed,600,string_merge_sort,5,573,4969
reversed,600,string_merge_sort,6,589,4969
reversed,600,string_merge_sort,7,568,4969
reversed,600,msd_radix_sort,1,269,1453
reversed,600,msd_radix_sort,2,277,1453
reversed,600,msd_radix_sort,3,458,1453
reversed,600,msd_radix_sort,4,301,1453
reversed,600,msd_radix_sort,5,300,1453
reversed,600,msd_radix_sort,6,294,1453
reversed,600,msd_radix_sort,7,276,1453
reversed,600,msd_radix_quick_sort,1,116,11724
reversed,600,msd_radix_quick_sort,2,101,11724
reversed,600,msd_radix_quick_sort,3,100,11724
reversed,600,msd_radix_quick_sort,4,108,11724
reversed,600,msd_radix_quick_sort,5,105,11724
reversed,600,msd_radix_quick_sort,6,102,11724
reversed,600,msd_radix_quick_sort,7,96,11724
reversed,700,std_quick_sort,1,441,406600
reversed,700,std_quick_sort,2,424,406600
reversed,700,std_quick_sort,3,421,406600
reversed,700,std_quick_sort,4,422,406600
reversed,700,std_quick_sort,5,419,406600
reversed,700,std_quick_sort,6,421,406600
reversed,700,std_quick_sort,7,419,406600
reversed,700,std_merge_sort,1,664,5943
reversed,700,std_merge_sort,2,638,5943
reversed,700,std_merge_sort,3,632,5943
reversed,700,std_merge_sort,4,639,5943
reversed,700,std_merge_sort,5,644,5943
reversed,700,std_merge_sort,6,632,5943
reversed,700,std_merge_sort,7,639,5943
reversed,700,string_quick_sort,1,62,14963
reversed,700,string_quick_sort,2,60,14963
reversed,700,string_quick_sort,3,57,14963
reversed,700,string_quick_sort,4,56,14963
reversed,700,string_quick_sort,5,54,14963
reversed,700,string_quick_sort,6,53,14963
reversed,700,string_quick_sort,7,53,14963
reversed,700,string_merge_sort,1,658,5943
reversed,700,string_merge_sort,2,673,5943
reversed,700,string_merge_sort,3,646,5943
reversed,700,string_merge_sort,4,641,5943
reversed,700,string_merge_sort,5,653,5943
reversed,700,string_merge_sort,6,645,5943
reversed,700,string_merge_sort,7,653,5943
reversed,700,msd_radix_sort,1,283,1691
reversed,700,msd_radix_sort,2,427,1691
reversed,700,msd_radix_sort,3,336,1691
reversed,700,msd_radix_sort,4,336,1691
reversed,700,msd_radix_sort,5,335,1691
reversed,700,msd_radix_sort,6,331,1691
reversed,700,msd_radix_sort,7,308,1691
reversed,700,msd_radix_quick_sort,1,122,13788
reversed,700,msd_radix_quick_sort,2,117,13788
reversed,700,msd_radix_quick_sort,3,115,13788
reversed,700,msd_radix_quick_sort,4,114,13788
reversed,700,msd_radix_quick_sort,5,114,13788
reversed,700,msd_radix_quick_sort,6,118,13788
reversed,700,msd_radix_quick_sort,7,112,13788
reversed,800,std_quick_sort,1,567,504692
reversed,800,std_quick_sort,2,522,504692
reversed,800,std_quick_sort,3,521,504692
reversed,800,std_quick_sort,4,527,504692
reversed,800,std_quick_sort,5,522,504692
reversed,800,std_quick_sort,6,523,504692
reversed,800,std_quick_sort,7,525,504692
reversed,800,std_merge_sort,1,766,6731
reversed,800,std_merge_sort,2,749,6731
reversed,800,std_merge_sort,3,738,6731
reversed,800,std_merge_sort,4,731,6731
reversed,800,std_merge_sort,5,738,6731
reversed,800,std_merge_sort,6,760,6731
reversed,800,std_merge_sort,7,747,6731
reversed,800,string_quick_sort,1,78,18475
reversed,800,string_quick_sort,2,75,18475
reversed,800,string_quick_sort,3,72,18475
reversed,800,string_quick_sort,4,71,18475
reversed,800,string_quick_sort,5,70,18475
reversed,800,string_quick_sort,6,69,18475
reversed,800,string_quick_sort,7,69,18475
reversed,800,string_merge_sort,1,786,6731
reversed,800,string_merge_sort,2,743,6731
reversed,800,string_merge_sort,3,982,6731
reversed,800,string_merge_sort,4,852,6731
reversed,800,string_merge_sort,5,762,6731
reversed,800,string_merge_sort,6,754,6731
reversed,800,string_merge_sort,7,776,6731
reversed,800,msd_radix_sort,1,332,1918
reversed,800,msd_radix_sort,2,357,1918
reversed,800,msd_radix_sort,3,351,1918
reversed,800,msd_radix_sort,4,336,1918
reversed,800,msd_radix_sort,5,336,1918
reversed,800,msd_radix_sort,6,343,1918
reversed,800,msd_radix_sort,7,341,1918
reversed,800,msd_radix_quick_sort,1,142,15499
reversed,800,msd_radix_quick_sort,2,131,15499
reversed,800,msd_radix_quick_sort,3,130,15499
reversed,800,msd_radix_quick_sort,4,129,15499
reversed,800,msd_radix_quick_sort,5,129,15499
reversed,800,msd_radix_quick_sort,6,129,15499
reversed,800,msd_radix_quick_sort,7,137,15499
reversed,900,std_quick_sort,1,658,612858
reversed,900,std_quick_sort,2,643,612858
reversed,900,std_quick_sort,3,644,612858
reversed,900,std_quick_sort,4,650,612858
reversed,900,std_quick_sort,5,645,612858
reversed,900,std_quick_sort,6,638,612858
reversed,900,std_quick_sort,7,641,612858
reversed,900,std_merge_sort,1,880,7540
reversed,900,std_merge_sort,2,844,7540
reversed,900,std_merge_sort,3,852,7540
reversed,900,std_merge_sort,4,884,7540
reversed,900,std_merge_sort,5,1062,7540
reversed,900,std_merge_sort,6,845,7540
reversed,900,std_merge_sort,7,856,7540
reversed,900,string_quick_sort,1,89,21295
reversed,900,string_quick_sort,2,85,21295
reversed,900,string_quick_sort,3,82,21295
reversed,900,string_quick_sort,4,80,21295
reversed,900,string_quick_sort,5,80,21295
reversed,900,string_quick_sort,6,77,21295
reversed,900,string_quick_sort,7,77,21295
reversed,900,string_merge_sort,1,879,7540
reversed,900,string_merge_sort,2,858,7540
reversed,900,string_merge_sort,3,861,7540
reversed,900,string_merge_sort,4,863,7540
reversed,900,string_merge_sort,5,858,7540
reversed,900,string_merge_sort,6,864,7540
reversed,900,string_merge_sort,7,883,7540
reversed,900,msd_radix_sort,1,451,2162
reversed,900,msd_radix_sort,2,391,2162
reversed,900,msd_radix_sort,3,384,2162
reversed,900,msd_radix_sort,4,387,2162
reversed,900,msd_radix_sort,5,384,2162
reversed,900,msd_radix_sort,6,383,2162
reversed,900,msd_radix_sort,7,386,2162
reversed,900,msd_radix_quick_sort,1,151,17409
reversed,900,msd_radix_quick_sort,2,146,17409
reversed,900,msd_radix_quick_sort,3,145,17409
reversed,900,msd_radix_quick_sort,4,147,17409
reversed,900,msd_radix_quick_sort,5,150,17409
reversed,900,msd_radix_quick_sort,6,144,17409
reversed,900,msd_radix_quick_sort,7,145,17409
reversed,1000,std_quick_sort,1,945,730944
reversed,1000,std_quick_sort,2,889,730944
reversed,1000,std_quick_sort,3,805,730944
reversed,1000,std_quick_sort,4,819,730944
reversed,1000,std_quick_sort,5,841,730944
reversed,1000,std_quick_sort,6,793,730944
reversed,1000,std_quick_sort,7,778,730944
reversed,1000,std_merge_sort,1,1012,8232
reversed,1000,std_merge_sort,2,942,8232
reversed,1000,std_merge_sort,3,944,8232
reversed,1000,std_merge_sort,4,930,8232
reversed,1000,std_merge_sort,5,943,8232
reversed,1000,std_merge_sort,6,921,8232
reversed,1000,std_merge_sort,7,930,8232
reversed,1000,string_quick_sort,1,107,24289
reversed,1000,string_quick_sort,2,101,24289
reversed,1000,string_quick_sort,3,99,24289
reversed,1000,string_quick_sort,4,97,24289
reversed,1000,string_quick_sort,5,96,24289
reversed,1000,string_quick_sort,6,95,24289
reversed,1000,string_quick_sort,7,95,24289
reversed,1000,string_merge_sort,1,956,8232
reversed,1000,string_merge_sort,2,949,8232
reversed,1000,string_merge_sort,3,1058,8232
reversed,1000,string_merge_sort,4,1016,8232
reversed,1000,string_merge_sort,5,956,8232
reversed,1000,string_merge_sort,6,962,8232
reversed,1000,string_merge_sort,7,951,8232
reversed,1000,msd_radix_sort,1,397,2390
reversed,1000,msd_radix_sort,2,432,2390
reversed,1000,msd_radix_sort,3,425,2390
reversed,1000,msd_radix_sort,4,421,2390
reversed,1000,msd_radix_sort,5,423,2390
reversed,1000,msd_radix_sort,6,415,2390
reversed,1000,msd_radix_sort,7,439,2390
reversed,1000,msd_radix_quick_sort,1,168,19131
reversed,1000,msd_radix_quick_sort,2,165,19131
reversed,1000,msd_radix_quick_sort,3,163,19131
reversed,1000,msd_radix_quick_sort,4,162,19131
reversed,1000,msd_radix_quick_sort,5,165,19131
reversed,1000,msd_radix_quick_sort,6,162,19131
reversed,1000,msd_radix_quick_sort,7,168,19131
reversed,1100,std_quick_sort,1,963,859966
reversed,1100,std_quick_sort,2,924,859966
reversed,1100,std_quick_sort,3,936,859966
reversed,1100,std_quick_sort,4,959,859966
reversed,1100,std_quick_sort,5,958,859966
reversed,1100,std_quick_sort,6,1148,859966
reversed,1100,std_quick_sort,7,1036,859966
reversed,1100,std_merge_sort,1,1708,9296
reversed,1100,std_merge_sort,2,1256,9296
reversed,1100,std_merge_sort,3,1103,9296
reversed,1100,std_merge_sort,4,1095,9296
reversed,1100,std_merge_sort,5,1084,9296
reversed,1100,std_merge_sort,6,1089,9296
reversed,1100,std_merge_sort,7,1060,9296
reversed,1100,string_quick_sort,1,125,28593
reversed,1100,string_quick_sort,2,116,28593
reversed,1100,string_quick_sort,3,108,28593
reversed,1100,string_quick_sort,4,106,28593
reversed,1100,string_quick_sort,5,105,28593
reversed,1100,string_quick_sort,6,105,28593
reversed,1100,string_quick_sort,7,105,28593
reversed,1100,string_merge_sort,1,1098,9296
reversed,1100,string_merge_sort,2,1082,9296
reversed,1100,string_merge_sort,3,1090,9296
reversed,1100,string_merge_sort,4,1134,9296
reversed,1100,string_merge_sort,5,1115,9296
reversed,1100,string_merge_sort,6,1187,9296
reversed,1100,string_merge_sort,7,1121,9296
reversed,1100,msd_radix_sort,1,424,2623
reversed,1100,msd_radix_sort,2,458,2623
reversed,1100,msd_radix_sort,3,457,2623
reversed,1100,msd_radix_sort,4,479,2623
reversed,1100,msd_radix_sort,5,453,2623
reversed,1100,msd_radix_sort,6,451,2623
reversed,1100,msd_radix_sort,7,460,2623
reversed,1100,msd_radix_quick_sort,1,186,21033
reversed,1100,msd_radix_quick_sort,2,180,21033
reversed,1100,msd_radix_quick_sort,3,179,21033
reversed,1100,msd_radix_quick_sort,4,180,21033
reversed,1100,msd_radix_quick_sort,5,176,21033
reversed,1100,msd_radix_quick_sort,6,176,21033
reversed,1100,msd_radix_quick_sort,7,178,21033
reversed,1200,std_quick_sort,1,1096,997446
reversed,1200,std_quick_sort,2,1070,997446
reversed,1200,std_quick_sort,3,1068,997446
reversed,1200,std_quick_sort,4,1078,997446
reversed,1200,std_quick_sort,5,1072,997446
reversed,1200,std_quick_sort,6,1071,997446
reversed,1200,std_quick_sort,7,1078,997446
reversed,1200,std_merge_sort,1,1974,10483
reversed,1200,std_merge_sort,2,1238,10483
reversed,1200,std_merge_sort,3,1199,10483
reversed,1200,std_merge_sort,4,1201,10483
reversed,1200,std_merge_sort,5,1192,10483
reversed,1200,std_merge_sort,6,1205,10483
reversed,1200,std_merge_sort,7,1198,10483
reversed,1200,string_quick_sort,1,131,32003
reversed,1200,string_quick_sort,2,124,32003
reversed,1200,string_quick_sort,3,122,32003
reversed,1200,string_quick_sort,4,121,32003
reversed,1200,string_quick_sort,5,124,32003
reversed,1200,string_quick_sort,6,119,32003
reversed,1200,string_quick_sort,7,118,32003
reversed,1200,string_merge_sort,1,1213,10483
reversed,1200,string_merge_sort,2,1217,10483
reversed,1200,string_merge_sort,3,1219,10483
reversed,1200,string_merge_sort,4,1268,10483
reversed,1200,string_merge_sort,5,1362,10483
reversed,1200,string_merge_sort,6,1402,10483
reversed,1200,string_merge_sort,7,1301,10483
reversed,1200,msd_radix_sort,1,530,2863
reversed,1200,msd_radix_sort,2,519,2863
reversed,1200,msd_radix_sort,3,506,2863
reversed,1200,msd_radix_sort,4,504,2863
reversed,1200,msd_radix_sort,5,498,2863
reversed,1200,msd_radix_sort,6,503,2863
reversed,1200,msd_radix_sort,7,502,2863
reversed,1200,msd_radix_quick_sort,1,202,22824
reversed,1200,msd_radix_quick_sort,2,197,22824
reversed,1200,msd_radix_quick_sort,3,196,22824
reversed,1200,msd_radix_quick_sort,4,199,22824
reversed,1200,msd_radix_quick_sort,5,199,22824
reversed,1200,msd_radix_quick_sort,6,194,22824
reversed,1200,msd_radix_quick_sort,7,193,22824
reversed,1300,std_quick_sort,1,1251,1146797
reversed,1300,std_quick_sort,2,1223,1146797
reversed,1300,std_quick_sort,3,1224,1146797
reversed,1300,std_quick_sort,4,1223,1146797
reversed,1300,std_quick_sort,5,1420,1146797
reversed,1300,std_quick_sort,6,1232,1146797
reversed,1300,std_quick_sort,7,1235,1146797
reversed,1300,std_merge_sort,1,1376,11429
reversed,1300,std_merge_sort,2,1291,11429
reversed,1300,std_merge_sort,3,1321,11429
reversed,1300,std_merge_sort,4,1284,11429
reversed,1300,std_merge_sort,5,1289,11429
reversed,1300,std_merge_sort,6,1288,11429
reversed,1300,std_merge_sort,7,1301,11429
reversed,1300,string_quick_sort,1,152,36728
reversed,1300,string_quick_sort,2,144,36728
reversed,1300,string_quick_sort,3,140,36728
reversed,1300,string_quick_sort,4,138,36728
reversed,1300,string_quick_sort,5,137,36728
reversed,1300,string_quick_sort,6,136,36728
reversed,1300,string_quick_sort,7,135,36728
reversed,1300,string_merge_sort,1,1348,11429
reversed,1300,string_merge_sort,2,1357,11429
reversed,1300,string_merge_sort,3,1315,11429
reversed,1300,string_merge_sort,4,1349,11429
reversed,1300,string_merge_sort,5,1319,11429
reversed,1300,string_merge_sort,6,1317,11429
reversed,1300,string_merge_sort,7,1309,11429
reversed,1300,msd_radix_sort,1,508,3108
reversed,1300,msd_radix_sort,2,553,3108
reversed,1300,msd_radix_sort,3,575,3108
reversed,1300,msd_radix_sort,4,547,3108
reversed,1300,msd_radix_sort,5,539,3108
reversed,1300,msd_radix_sort,6,536,3108
reversed,1300,msd_radix_sort,7,544,3108
reversed,1300,msd_radix_quick_sort,1,215,24417
reversed,1300,msd_radix_quick_sort,2,210,24417
reversed,1300,msd_radix_quick_sort,3,212,24417
reversed,1300,msd_radix_quick_sort,4,209,24417
reversed,1300,msd_radix_quick_sort,5,208,24417
reversed,1300,msd_radix_quick_sort,6,207,24417
reversed,1300,msd_radix_quick_sort,7,209,24417
reversed,1400,std_quick_sort,1,1850,1303483
reversed,1400,std_quick_sort,2,1410,1303483
reversed,1400,std_quick_sort,3,1415,1303483
reversed,1400,std_quick_sort,4,1402,1303483
reversed,1400,std_quick_sort,5,1405,1303483
reversed,1400,std_quick_sort,6,1414,1303483
reversed,1400,std_quick_sort,7,1402,1303483
reversed,1400,std_merge_sort,1,1470,12567
reversed,1400,std_merge_sort,2,1379,12567
reversed,1400,std_merge_sort,3,1388,12567
reversed,1400,std_merge_sort,4,1427,12567
reversed,1400,std_merge_sort,5,1403,12567
reversed,1400,std_merge_sort,6,1371,12567
reversed,1400,std_merge_sort,7,1368,12567
reversed,1400,string_quick_sort,1,171,40868
reversed,1400,string_quick_sort,2,162,40868
reversed,1400,string_quick_sort,3,160,40868
reversed,1400,string_quick_sort,4,159,40868
reversed,1400,string_quick_sort,5,156,40868
reversed,1400,string_quick_sort,6,154,40868
reversed,1400,string_quick_sort,7,158,40868
reversed,1400,string_merge_sort,1,1437,12567
reversed,1400,string_merge_sort,2,1398,12567
reversed,1400,string_merge_sort,3,1399,12567
reversed,1400,string_merge_sort,4,1395,12567
reversed,1400,string_merge_sort,5,1411,12567
reversed,1400,string_merge_sort,6,1405,12567
reversed,1400,string_merge_sort,7,2196,12567
reversed,1400,msd_radix_sort,1,617,3351
reversed,1400,msd_radix_sort,2,623,3351
reversed,1400,msd_radix_sort,3,612,3351
reversed,1400,msd_radix_sort,4,608,3351
reversed,1400,msd_radix_sort,5,606,3351
reversed,1400,msd_radix_sort,6,611,3351
reversed,1400,msd_radix_sort,7,596,3351
reversed,1400,msd_radix_quick_sort,1,251,26194
reversed,1400,msd_radix_quick_sort,2,231,26194
reversed,1400,msd_radix_quick_sort,3,249,26194
reversed,1400,msd_radix_quick_sort,4,228,26194
reversed,1400,msd_radix_quick_sort,5,227,26194
reversed,1400,msd_radix_quick_sort,6,234,26194
reversed,1400,msd_radix_quick_sort,7,226,26194
reversed,1500,std_quick_sort,1,1710,1471939
reversed,1500,std_quick_sort,2,1631,1471939
reversed,1500,std_quick_sort,3,1657,1471939
reversed,1500,std_quick_sort,4,2154,1471939
reversed,1500,std_quick_sort,5,1644,1471939
reversed,1500,std_quick_sort,6,1605,1471939
